cartKey,productId,productName,quantity,date
680c841a947b60828bc83527,67fe04969694fc7dde082df8,"חמאה איטלקית, 100 גרם",2,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe08b99694fc7dde08358a,"מטהר אוויר בניחוח ים, 375 מ""ל",2,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe75a7d12d870b5383bc4c,"חומוס החומוסייה של אבי עשיר, 400 גרם",1,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe075a9694fc7dde083336,"שטוחלה בייגלה מלח, 330 גרם",3,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe07c89694fc7dde08342b,"פתיבר קרמל, 500 גרם",2,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe05c39694fc7dde08306a,"דייסת דגנים קורנפלור, 200 גרם",1,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe099a9694fc7dde083853,"ריקוטה 5% מחלבות גד, מחיר לפי משקל",3,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe07d79694fc7dde083444,"ופל קלאסי בטעם לימון, 200 גרם",3,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe00ef9694fc7dde082781,"שניצל אמיתי ביתי, 700 גרם",1,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe084d9694fc7dde0834cd,"ניקוי וטיפול במוצרי עור, 500 מ""ל",2,2024-01-05T00:00:00.000000Z
680c841a947b60828bc83527,67fe091f9694fc7dde08363d,"פלפל חריף ירוק, מחיר לפי משקל",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fcd13da94f1553e3728a81,"שקדי מרק כשל""פ, 200 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe04969694fc7dde082dfa,"חמאה רכה, 250 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fae7ff738731a4c1d37d1b,"פיינט ניו יורק סופר, 500 מ""ל",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe036f9694fc7dde082bd1,"קפה ברזילאי עלית, 200 גרם",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe077c9694fc7dde08336a,"דנונה תות 3%, שמיניה 8 * 150 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fae4939185ef5995418a9f,"קורנפלקס ללא גלוטן בטעם דבש, 300 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe099a9694fc7dde083853,"ריקוטה 5% מחלבות גד, מחיר לפי משקל",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe07089694fc7dde0832e9,"אלפא קשיות צבעוניות, 100 יחידות",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe09329694fc7dde08369a,"אבוקדו, מחיר לפי משקל",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83527,67fe098a9694fc7dde083815,"סלמי קוניאק זוגלובק, 300 גרם",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe0a2d9694fc7dde083ae9,"טבליות סולגר C 500 מ""ג ויטמין, 100 יחידות",3,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe07b69694fc7dde0833f3,"מוגזים בטעם תפוז אדום ופטל שחור, שישיה 6 * 330 מ""ל",2,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe0a3c9694fc7dde083b04,כלבלב נבון דובר עברית פישר פרייס,1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe049c9694fc7dde082e21,"שמנת חמוצה 9%, 200 מ""ל",2,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,6801482e2b901c913fc820ec,"טעם וריח שומשום, 1 ק""ג",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe09af9694fc7dde0838a2,"טחינה ירושלים, 500 גרם",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe07c89694fc7dde08342b,"פתיבר קרמל, 500 גרם",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe05f39694fc7dde0830ca,"משקה תות בננה, 500 מ""ל",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe04be9694fc7dde082e72,"מעדן בטעם שוקולד 0%, 130 גרם",1,2024-01-14T00:00:00.000000Z
680c841a947b60828bc83527,67fe04aa9694fc7dde082e3e,"ריבה דובדבן, 300 גרם",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe037f9694fc7dde082bf6,"זיתים שלמים שחורים קלמטה, 340 גרם",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe012e9694fc7dde0827ec,"אורז בסמטי קלאסי, 1 ק""ג",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe098a9694fc7dde083817,"סלמי בסגנון צרפתי, 100 גרם",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe0a2d9694fc7dde083aed,"טבליות למדיח הכל ב -1, 25 יחידות",3,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe05bb9694fc7dde083049,"בירה קרלסברג פחית, 500 מ""ל",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe09439694fc7dde0836e7,"פטרוזיליה, ",1,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe03e69694fc7dde082c95,"טורטייה קטנה, 450 גרם",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe012e9694fc7dde0827e8,"אורז מלא ארוך, 1 ק""ג",2,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe07c89694fc7dde08342d,"פתיבר דובוני שוקולד אסם, 175 גרם",3,2024-01-21T00:00:00.000000Z
680c841a947b60828bc83527,67fe09319694fc7dde083694,אבוקדו בשל,2,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe024a9694fc7dde082a1b,"פסטה ספגטי 8, 500 גרם",2,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe022c9694fc7dde0829b8,"אבקת מרק ירקות השדה, 200 גרם",3,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67a132f6ac12209048ba3dc8,"ערגליות מיקס שוקותות גר` אסם, 300 גרם",1,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe08c99694fc7dde0835ad,"משחת שיניים לילדים טום וג'רי בטעם ענבים, 50 מ""ל",1,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fcd13da94f1553e3728a81,"שקדי מרק כשל""פ, 200 גרם",1,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe09e89694fc7dde0839b3,"תה קרמל שארם, 20 * 36 גרם",2,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe09b79694fc7dde0838c5,"כמון מובחר, 80 גרם",3,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe05f39694fc7dde0830ca,"משקה תות בננה, 500 מ""ל",3,2024-01-24T00:00:00.000000Z
680c841a947b60828bc83527,67fe04c99694fc7dde082e97,"מילקי בטעם שוקולד בלונדי, 170 מ""ל",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe02129694fc7dde082982,"מיץ פטל 100%, 1 ליטר",3,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe09b79694fc7dde0838c7,"כמון טחון, 250 גרם",2,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe037f9694fc7dde082bf2,"זיתים ירוקים מבוקעים, 340 גרם",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe008b9694fc7dde0826d8,"קוטג' בקטנה 5%, 100 גרם",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe06179694fc7dde08311c,"תבלין תיבול לפרגיות, 100 גרם",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fae4939185ef5995418a9f,"קורנפלקס ללא גלוטן בטעם דבש, 300 גרם",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe027c9694fc7dde082a97,"גזר גמדי שדה בשקית קפוא גר, 800 גרם",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe07089694fc7dde0832e9,"אלפא קשיות צבעוניות, 100 יחידות",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe04c99694fc7dde082e8f,"מילקי אקסטרה קצפת מעדן חלב בטעם שוקולד, 170 מ""ל",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe099a9694fc7dde083853,"ריקוטה 5% מחלבות גד, מחיר לפי משקל",1,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe092b9694fc7dde083679,"בננה מובחרת צהובה, מחיר לפי משקל",2,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe084d9694fc7dde0834cd,"ניקוי וטיפול במוצרי עור, 500 מ""ל",2,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe06569694fc7dde0831be,"ממרח עגבניות מיובשות, 180 גרם",2,2024-01-29T00:00:00.000000Z
680c841a947b60828bc83527,67fe0f359694fc7dde083b9a,"המבורגר מסעדות אסאדו, 500 גרם",1,2024-02-02T00:00:00.000000Z
680c841a947b60828bc83527,67fe05819694fc7dde083015,"אבקת אפיה עשיריות, 100 גרם",3,2024-02-02T00:00:00.000000Z
680c841a947b60828bc83527,67fe09789694fc7dde0837c2,"פסטרמה ברביקיו דלת שומן, 360 גרם",3,2024-02-02T00:00:00.000000Z
