cartKey,productId,productName,quantity,date
67fed1e20be9d53c056a2f0f,67fe054d9694fc7dde082fc8,"נייר מגבת דו שכבתי ממבר'ס מארק, 150 יחידות",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe062f9694fc7dde083155,"ירקות מעורבים כבושים חתוכים, 500 גרם",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe07f19694fc7dde083482,"מוס לעיצוב שיער אולטרה גמיש, 200 מ""ל",2,2025-03-25
67fed1e20be9d53c056a2f0f,67fe02f69694fc7dde082b4d,"בייגלה שמיניות קטנות אסם, 400 גרם",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fcd13ea94f1553e3728a8b,"שקדי מרק, 400 גרם",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe06cf9694fc7dde083281,"סירופ מייפל טהור, 189 מ""ל",2,2025-03-25
67fed1e20be9d53c056a2f0f,67fe034c9694fc7dde082b91,"תפוציפס טבעי, 50 גרם",2,2025-03-25
67fed1e20be9d53c056a2f0f,67fe09f39694fc7dde0839d6,"גוף פרינקנס פיאוני, 250 מ""ל",4,2025-03-25
67fed1e20be9d53c056a2f0f,67fe0a2d9694fc7dde083add,"טבליות הפלא לניקוי האסלה, 16 יחידות",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe08bf9694fc7dde08359a,"עלי דפנה, 10 גרם",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe094b9694fc7dde083714,"מעדן אווז מעושן גר` יחיעם, 100 גרם",2,2025-03-25
67fed1e20be9d53c056a2f0f,67fe09509694fc7dde083731,פילה מדומה מספר 6 קפוא 1.5,2,2025-03-25
67fed1e20be9d53c056a2f0f,67fe02419694fc7dde0829f6,"ספגטי טריקולור מחיטת דורום, 500 גרם",3,2025-03-25
67fed1e20be9d53c056a2f0f,67fe021e9694fc7dde08299d,"פרש הום תרכיז ריחני לניקוי כל סוגי הרצפות מלון מפנק, 2 ליטר",1,2025-03-25
67fed1e20be9d53c056a2f0f,67fe09f39694fc7dde0839d4,"קרם גוף בריזת ים, 500 מ""ל",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe09be9694fc7dde0838e8,"כורכום טחון בשקית מימון, 80 גרם",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe04229694fc7dde082d0a,"תפוח בננה ותות, 110 גרם",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fae67e9185ef5995418b13,"גלידת בן אנד ג'ריס בראוני באטר, 473 מ""ל",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe08149694fc7dde08349f,סיגריות נקסט אדג יח,1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe01839694fc7dde08289e,"קטשופ, 700 גרם",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe0a159694fc7dde083a84,"360 מברשות שיניים עם סיבי פחם רכים, 2 יחידות",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe04e89694fc7dde082eb6,"מסטיק ללא סוכר בטעם אבטיח, 60 גרם",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe00e39694fc7dde08275a,"כבד עוף טרי, מחיר לפי משקל",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe05109694fc7dde082f18,"שמפו ללא דמעות, 1 ליטר",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe08579694fc7dde0834e4,נרות אותיות זהב,2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe00c09694fc7dde08271e,"מלפפונים בחומץ בינוניים, 290 גרם",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe023a9694fc7dde0829df,"קוסקוס דק, 350 גרם",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe09cf9694fc7dde083937,"מיונז אמיתי מביצי חופש, 170 גרם",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe092c9694fc7dde083681,"בננה צ'יפס מסוכרת, 200 גרם",1,2025-03-26
67fed1e20be9d53c056a2f0f,67fe0a209694fc7dde083ac8,"שקיות אשפה לפחים גדולים עם שרוך L, 55 יחידות",3,2025-03-26
67fed1e20be9d53c056a2f0f,67fe042b9694fc7dde082d27,"גרנולה צימוקים אגוזים ושקדים, 850 גרם",2,2025-03-26
67fed1e20be9d53c056a2f0f,67fe09f99694fc7dde0839f3,"דאודורנט ג'ל שאוור פרש, 65 גרם",1,2025-03-26
