productId,name,bias,isFavorite,purchasedBefore,timesPurchased,recentlyPurchased,storeCount,timesWasRejectedByUser,timesWasRejectedByCart,label
67fae4939185ef5995418a9f,"קורנפלקס ללא גלוטן בטעם דבש, 300 גרם",1,0,1,13,0,7,0,0,0
67fcd13da94f1553e3728a81,"שקדי מרק כשל""פ, 200 גרם",1,0,1,15,1,20,0,0,0
67fe00709694fc7dde0826b0,"לחם שיפון בתוספת גרעינים, 750 גרם",1,0,1,11,1,12,0,0,1
67fe00709694fc7dde0826b4,"לחם שיפון עגול, 750 גרם",1,0,0,0,0,13,0,0,1
67fe012e9694fc7dde0827e8,"אורז מלא ארוך, 1 ק""ג",1,0,1,16,1,15,0,0,1
67fe018b9694fc7dde0828c5,"מלח ים דק, 250 גרם",1,0,0,0,0,17,0,0,0
67fe044c9694fc7dde082d9b,"פיתות כוסמין מלא, שמיניה 8 * 8 יחידות",1,0,0,0,0,9,0,0,0
67fe049c9694fc7dde082e21,"שמנת חמוצה 9%, 200 מ""ל",1,0,1,16,1,20,0,0,0
67fe05bb9694fc7dde08304d,"בירה היינקן לאגר פחית, 500 מ""ל",1,0,1,1,0,12,0,0,0
67fe05f39694fc7dde0830ca,"משקה תות בננה, 500 מ""ל",1,0,1,13,0,7,0,0,0
67fe07c89694fc7dde08342d,"פתיבר דובוני שוקולד אסם, 175 גרם",1,0,1,12,0,6,0,0,1
67fe08579694fc7dde0834ea,"נרות ריחניים משובחים בניחוח לבנדר, 50 יחידות",1,0,1,11,0,17,0,0,0
67fe09a09694fc7dde083878,"חלה מעודנת פרוסה, 500 גרם",1,0,0,0,0,3,0,0,0
67fe09af9694fc7dde0838a2,"טחינה ירושלים, 500 גרם",1,0,1,12,0,10,0,0,1
67fe09e89694fc7dde0839b3,"תה קרמל שארם, 20 * 36 גרם",1,0,1,16,1,4,0,0,0
67fe09f89694fc7dde0839ed,"דאודורנט ג'ל פאוור ספורט, 85 גרם",1,0,1,9,0,9,0,0,0
67fe09e39694fc7dde083996,"יין כרמל סלקטד מרלו, 750 מ""ל",1,0,1,1,1,11,0,0,0
680148202b901c913fc820be,"ניילון נצמד, 150 מטר",1,0,0,0,0,9,0,0,0
67fdffc69694fc7dde082691,"לחמניות המבורגר ללא גלוטן, 360 גרם",1,0,1,6,0,5,0,0,0
67fe0a1b9694fc7dde083aa5,"מברשת שיניים סופט, 3 יחידות",1,0,1,11,1,9,0,0,0
67fe09129694fc7dde083603,"סיר עם מכסה ארוז, 3 יחידות",1,0,1,10,1,9,0,0,0
67fe04be9694fc7dde082e72,"מעדן בטעם שוקולד 0%, 130 גרם",1,0,1,8,0,86,0,0,1
