cartKey,productId,productName,quantity,date
680c841a947b60828bc83521,67fe09939694fc7dde08383e,"שמנת מתוקה להקצפה 32%, 250 מ""ל",2,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe04779694fc7dde082ddf,"פקורינו פרוס פרוסות גבינה חצי קשה 36% שומן, 150 גרם",3,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe01ea9694fc7dde08296b,"קולה, שישיה 6 * 1.5 ליטר",1,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe00fc9694fc7dde0827bf,"שמן לתינוק, 300 מ""ל",3,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe07f19694fc7dde083482,"מוס לעיצוב שיער אולטרה גמיש, 200 מ""ל",1,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe00f69694fc7dde082792,"סוכר גולדן קלאסי, 1 ק""ג",1,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe00e29694fc7dde082758,"חזה עוף טרי, מחיר לפי משקל",2,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe0f669694fc7dde083be3,"טישו אולטרה סופט, 48 יחידות",2,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe037f9694fc7dde082bfe,"זיתים ירוקים שלמים בינוניים, 340 גרם",2,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe094b9694fc7dde083716,"פסטרמה חזה בקר דק דק, 120 גרם",1,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe037f9694fc7dde082bf0,"זיתים ירוקים סורי מבוקע, 340 גרם",3,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe054e9694fc7dde082fcc,"באונטי פלוס נייר מגבת עבה במיוחד, 91 יחידות",2,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fe0a209694fc7dde083ac4,"שקיות אשפה חזקות במיוחד L, 40 יחידות",1,2024-01-01T00:00:00.000000Z
680c841a947b60828bc83521,67fae67f9185ef5995418b15,"בן גריס גלידת עוגת גבינה ותות, 473 מ""ל",1,2024-01-05T00:00:00.000000Z
