cartKey,productId,productName,quantity,date
680c841a947b60828bc83522,67fe066e9694fc7dde0831d9,"נוטלה טו גו T, 104 גרם",1,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe09509694fc7dde083733,"בשר בקר טחון גלאט עוף, 500 גרם",3,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe08b99694fc7dde083588,"מטהר אוויר מאסק, 150 מ""ל",2,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe01569694fc7dde082841,"לימון, מחיר לפי משקל",2,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe043d9694fc7dde082d76,"אפונה גינה וגזר, 325 גרם",1,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe01439694fc7dde08282a,"פתיתים אפויים טבעות, 500 גרם",2,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe022c9694fc7dde0829b8,"אבקת מרק ירקות השדה, 200 גרם",3,2024-01-06T00:00:00.000000Z
680c841a947b60828bc83522,67fe0a1b9694fc7dde083aa9,"מברשות שיניים 360 עם סיבים רכים, 2 יחידות",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe05139694fc7dde082f24,"שמפו לניקוי שטיחים, 600 מ""ל",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe08b89694fc7dde083586,"פרש הום מכשיר אוטומטי לבישום אוויר מלון בוטיק, 250 מ""ל",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe09589694fc7dde083752,"קציצות דג לבישול, 750 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe09e99694fc7dde0839b9,"תה קר בטעם אפרסק, 330 מ""ל",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe05bb9694fc7dde083049,"בירה קרלסברג פחית, 500 מ""ל",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe00e29694fc7dde082758,"חזה עוף טרי, מחיר לפי משקל",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe09779694fc7dde0837b4,"פסטרמה הודו בדבש טהור זוגלובק, 330 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe01a29694fc7dde0828e2,"שוקולד פרה במילוי תות מגדים חלב, 100 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe06e79694fc7dde0832c1,"פריכיות 3 דגנים עם קינואה דקות ונימוחות, 120 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe09b79694fc7dde0838bf,"כמון, 32 גרם",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe05039694fc7dde082f01,"חומוס עם חריף, 375 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe08829694fc7dde08352d,"תחבושות פלטינום לונג מידה 2, 20 יחידות",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe01439694fc7dde082828,"פתיתים על בסיס קמח תירס וקמח ואורז פנה ללא גלוטן, 340 גרם",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe012e9694fc7dde0827ea,"אורז פרסי קלאסי, 1 ק""ג",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe0f5a9694fc7dde083bbc,"חומץ סינטטי 5%, 1 ליטר",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fdffc59694fc7dde082689,לחמניה גידרול כפרי,1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe01b39694fc7dde08290d,"קוואנטום קפסולות למדיח, 90 יחידות",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe07b69694fc7dde0833f9,"מוגז זירו ט פירות יער רבעייה 25 בטעם, 10 מ""ל",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe01699694fc7dde082868,"גבינה לבנה 5%, 250 גרם",2,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe08a69694fc7dde083565,מילוי מבשם אוויר חשמלי ליל קיץ,3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe0ab09694fc7dde083b50,"מים מינרליים, שישיה 6 * 1.5 ליטר",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe03889694fc7dde082c1d,"שוקולד חלב מעולה, 100 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe04e89694fc7dde082eb0,"מסטיק בטעם פירות, 64 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe75a9d12d870b5383bc50,"סלט חמוס עשיר ב 30% טחינה גולמית, 400 גרם",3,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,6801482e2b901c913fc820f4,"גריל עוף, 120 גרם",1,2024-01-08T00:00:00.000000Z
680c841a947b60828bc83522,67fe04c99694fc7dde082e95,"מילקי מעדן חלב בטעם שוקולד עם קצפת, 170 מ""ל",2,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe08759694fc7dde083518,"אפונת גינה, 800 גרם",1,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe09be9694fc7dde0838e4,"כורכום הודי טחון מימון, 100 גרם",1,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe09199694fc7dde083624,"בצל יבש, מחיר לפי משקל",2,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe05039694fc7dde082f05,"חומוס, 500 גרם",2,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe07ae9694fc7dde0833da,"שוקולית אבקה להכנת משקה בטעם שוקו, 850 גרם",3,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe03889694fc7dde082c1d,"שוקולד חלב מעולה, 100 גרם",3,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe01e09694fc7dde08294c,"פטל אדום קפוא, 250 גרם",3,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe0a119694fc7dde083a69,"מי פה מנטה, 500 מ""ל",2,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe01699694fc7dde082860,"גבינה בולגרית 24%, 250 גרם",2,2024-01-10T00:00:00.000000Z
680c841a947b60828bc83522,67fe09cf9694fc7dde08393f,"מיונז אמיתי, 300 גרם",2,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe06109694fc7dde083103,"תבליני זעפרן, 5 גרם",2,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe09d99694fc7dde08396d,"ענבים, 1.5 ליטר",1,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,680148342b901c913fc8210e,"טבעול המבורגר צמחוני, 600 גרם",1,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe09439694fc7dde0836ed,"פטרוזיליה, ",3,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe021f9694fc7dde08299f,"תרכיז ריחני לניקוי רצפות מלון חלומי, 2 ליטר",1,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fae6809185ef5995418b1d,"פיינט צ'אנקי מנקי, 500 מ""ל",3,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe0a1b9694fc7dde083aa7,"מברשת שיניים לילדים, 4 יחידות",3,2024-01-15T00:00:00.000000Z
680c841a947b60828bc83522,67fe04be9694fc7dde082e72,"מעדן בטעם שוקולד 0%, 130 גרם",3,2024-01-15T00:00:00.000000Z
