cartKey,productId,productName,quantity,date
6802861f7974fe257ea2132b,67fe07ae9694fc7dde0833d6,"שוקולד חלב עם צימוקים ואגוזי לוז, 100 גרם",1,01/09/2024
6802861f7974fe257ea2132b,67fe09199694fc7dde083620,בצל ירוק,1,01/09/2024
6802861f7974fe257ea2132b,67fa82ec140c7ae3e3f2c7ed,"מעדן קפוא בטעם וניל עם עוגיות, 300 גרם",3,01/09/2024
6802861f7974fe257ea2132b,67fe09af9694fc7dde0838a4,"טחינה גולמית מעודנת, 310 גרם",2,01/09/2024
6802861f7974fe257ea2132b,67fe00709694fc7dde0826b4,"לחם שיפון עגול, 750 גרם",3,01/09/2024
6802861f7974fe257ea2132b,67fe08829694fc7dde083539,"תחבושות פלטינום לילה מידה 3, 16 יחידות",3,01/09/2024
6802861f7974fe257ea2132b,67fe036f9694fc7dde082bd7,"קפה נמס רד מאג, 200 גרם",2,01/09/2024
6802861f7974fe257ea2132b,67fe06179694fc7dde08311e,"תערובת תיבול לשווארמה, 100 גרם",3,01/09/2024
6802861f7974fe257ea2132b,67fe0a209694fc7dde083acc,"שקיות אשפה חזקות במיוחד בגודל XL, 20 יחידות",1,01/09/2024
6802861f7974fe257ea2132b,67fe03bc9694fc7dde082c51,מלוואח ללא גלוטן 500,2,01/09/2024
6802861f7974fe257ea2132b,67fe09be9694fc7dde0838e6,"כורכום, 80 גרם",3,01/09/2024
6802861f7974fe257ea2132b,67fe09e39694fc7dde083996,"יין כרמל סלקטד מרלו, 750 מ""ל",2,01/09/2024
6802861f7974fe257ea2132b,67fe0a019694fc7dde083a2b,"קרם להסרת שיער לעור עדין, 100 מ""ל",1,01/09/2024
6802861f7974fe257ea2132b,67fe062f9694fc7dde08315b,"ירקות חמוץ מתוק, 500 גרם",1,01/09/2024
6802861f7974fe257ea2132b,67fe097f9694fc7dde0837e1,"נקניקיות בקר אמריקאיות, 500 גרם",2,01/09/2024
6802861f7974fe257ea2132b,67fe04779694fc7dde082ddb,"חמאת בוטנים טבעית, 350 גרם",2,01/09/2024
6802861f7974fe257ea2132b,67fe07f19694fc7dde083480,"מוס לשיער לייצוב מקסימלי, 250 מ""ל",3,01/09/2024
6802861f7974fe257ea2132b,67fe09439694fc7dde0836f3,"פטרוזיליה, 25 גרם",3,01/09/2024
6802861f7974fe257ea2132b,67fe09be9694fc7dde0838ec,"כורכום, 80 גרם",2,01/09/2024
6802861f7974fe257ea2132b,67fe05199694fc7dde082f45,"מרכך כביסה מרוכז סופט סילק, 1 ליטר",3,01/09/2024
6802861f7974fe257ea2132b,67fe036f9694fc7dde082bcb,"קפה טסטר צ'ויס נטול קפאין, 200 גרם",4,01/09/2024
6802861f7974fe257ea2132b,67fe04ee9694fc7dde082ed1,"סוכריות בטעם תפוז, 16 גרם",4,02/09/2024
6802861f7974fe257ea2132b,67fa83fa4fa37d5a81e077b4,"תפוח אדמה אדום ארוז, מחיר לפי משקל",5,03/09/2024
6802861f7974fe257ea2132b,67fe0a1b9694fc7dde083aa7,"מברשת שיניים לילדים, 4 יחידות",3,04/09/2024
6802861f7974fe257ea2132b,67fe03889694fc7dde082c13,"שוקולד מריר מעולה, רביעיה 4 * 100 גרם",2,04/09/2024
6802861f7974fe257ea2132b,67fd3edc3eb9e05c1eb1555f,"קורנפלור מימונס, 200 גרם",5,04/09/2024
6802861f7974fe257ea2132b,67fe028b9694fc7dde082aae,"עוגה בטעם שוקולד כשלפ, 450 גרם",1,05/09/2024
6802861f7974fe257ea2132b,67fe08a69694fc7dde083563,"מילוי מבשם אוטומטי פיור פריחת הדובדבן, 250 מ""ל",5,05/09/2024
6802861f7974fe257ea2132b,67fe09389694fc7dde0836bb,"קלמנטינה, מחיר לפי משקל",1,05/09/2024
6802861f7974fe257ea2132b,67fae6809185ef5995418b1b,"פיינט קרם עוגיות, 500 מ""ל",2,05/09/2024
6802861f7974fe257ea2132b,67fe044e9694fc7dde082da7,"פיתות כוסמין מלא 6 יח` 100%, 372 גרם",5,06/09/2024
6802861f7974fe257ea2132b,67fa82ec140c7ae3e3f2c7ef,"אוראו מעדן קפוא, שישיה 6 * 33 גרם",4,06/09/2024
6802861f7974fe257ea2132b,67fe09af9694fc7dde0838a2,"טחינה ירושלים, 500 גרם",3,06/09/2024
6802861f7974fe257ea2132b,67fe093e9694fc7dde0836d0,"שום גבישי מימון, 120 גרם",2,06/09/2024
6802861f7974fe257ea2132b,67fe054e9694fc7dde082fcc,"באונטי פלוס נייר מגבת עבה במיוחד, 91 יחידות",1,07/09/2024
6802861f7974fe257ea2132b,67fe00709694fc7dde0826b4,"לחם שיפון עגול, 750 גרם",2,08/09/2024
6802861f7974fe257ea2132b,67fe09e39694fc7dde083996,"יין כרמל סלקטד מרלו, 750 מ""ל",1,08/09/2024
6802861f7974fe257ea2132b,67fe09be9694fc7dde0838e2,"כורכום, 300 גרם",5,08/09/2024
6802861f7974fe257ea2132b,67fe06569694fc7dde0831c2,"ממרח לורפק עם מלח, 250 גרם",3,09/09/2024
6802861f7974fe257ea2132b,67fe036f9694fc7dde082bd7,"קפה נמס רד מאג, 200 גרם",1,10/09/2024
6802861f7974fe257ea2132b,67fe006f9694fc7dde0826aa,"לחם קמח מלא קל בתוספת שיפון, 750 גרם",4,10/09/2024
6802861f7974fe257ea2132b,67fe023a9694fc7dde0829db,"קוסקוס בינוני גר` מאסטר שף, 350 גרם",3,10/09/2024
6802861f7974fe257ea2132b,67fe09439694fc7dde0836f3,"פטרוזיליה, 25 גרם",2,11/09/2024
6802861f7974fe257ea2132b,67fe05769694fc7dde082fee,"גלידונית גלידה וניל בציפוי שוקולד, 630 גרם",1,11/09/2024
6802861f7974fe257ea2132b,67fe04759694fc7dde082dd7,"גבינה גאודה הולנדית פרוסות, 200 גרם",2,11/09/2024
6802861f7974fe257ea2132b,67fae4939185ef5995418a9d,"קורנפלקס, 500 גרם",3,11/09/2024
6802861f7974fe257ea2132b,67fe07f19694fc7dde083480,"מוס לשיער לייצוב מקסימלי, 250 מ""ל",2,12/09/2024
6802861f7974fe257ea2132b,67fe097f9694fc7dde0837e1,"נקניקיות בקר אמריקאיות, 500 גרם",1,13/09/2024
6802861f7974fe257ea2132b,67fae67f9185ef5995418b15,"בן גריס גלידת עוגת גבינה ותות, 473 מ""ל",1,13/09/2024
6802861f7974fe257ea2132b,67fe09a09694fc7dde083872,"חלה קלועה, 650 גרם",4,13/09/2024
6802861f7974fe257ea2132b,67fe05139694fc7dde082f1e,"שמפו לשיער יבש פרחים, 750 מ""ל",5,13/09/2024
6802861f7974fe257ea2132b,67fe08149694fc7dde08349f,סיגריות נקסט אדג יח,1,13/09/2024
6802861f7974fe257ea2132b,67fe04be9694fc7dde082e70,"מעדן יולו עם שוקולד חלב, 123 גרם",2,13/09/2024
6802861f7974fe257ea2132b,67fe062f9694fc7dde08315b,"ירקות חמוץ מתוק, 500 גרם",3,14/09/2024
6802861f7974fe257ea2132b,67fe094a9694fc7dde08370c,"חזה בקר טרי (נתח בשר מס 3), מחיר לפי משקל",2,14/09/2024
6802861f7974fe257ea2132b,67fe08a89694fc7dde08356d,"מילוי למכשיר אוטומטי בניחוח יערות גשם, 228 מ""ל",1,14/09/2024
6802861f7974fe257ea2132b,67fe063d9694fc7dde083182,"טונה סטארקיסט במים, רביעיה 4 * 160 גרם",5,14/09/2024
6802861f7974fe257ea2132b,67fe04c99694fc7dde082e93,"מילקי טריו בטעם שוקולד וקוקוס, 170 מ""ל",4,14/09/2024
6802861f7974fe257ea2132b,67fe01ea9694fc7dde082969,"קולה זירו, 1.5 ליטר",4,14/09/2024
6802861f7974fe257ea2132b,67a132f6ac12209048ba3dc8,"ערגליות מיקס שוקותות גר` אסם, 300 גרם",2,14/09/2024
6802861f7974fe257ea2132b,67fe00709694fc7dde0826b4,"לחם שיפון עגול, 750 גרם",2,15/09/2024
6802861f7974fe257ea2132b,67fe06179694fc7dde08311e,"תערובת תיבול לשווארמה, 100 גרם",3,15/09/2024
6802861f7974fe257ea2132b,67fe03bc9694fc7dde082c51,מלוואח ללא גלוטן 500,3,15/09/2024
6802861f7974fe257ea2132b,67fe09e39694fc7dde083996,"יין כרמל סלקטד מרלו, 750 מ""ל",3,15/09/2024
6802861f7974fe257ea2132b,67fe04779694fc7dde082ddb,"חמאת בוטנים טבעית, 350 גרם",2,15/09/2024
6802861f7974fe257ea2132b,67fe063c9694fc7dde083174,"טונה בשמן סטארקיסט, רביעיה 4 * 160 גרם",5,15/09/2024
6802861f7974fe257ea2132b,67fe036f9694fc7dde082bcf,"קפה טורקי לדרך, שביעיה 7 * 24 גרם",5,15/09/2024
6802861f7974fe257ea2132b,67fa82ec140c7ae3e3f2c7ed,"מעדן קפוא בטעם וניל עם עוגיות, 300 גרם",2,16/09/2024
6802861f7974fe257ea2132b,67fe08829694fc7dde083539,"תחבושות פלטינום לילה מידה 3, 16 יחידות",3,16/09/2024
6802861f7974fe257ea2132b,67fe01729694fc7dde082887,"גבינה צהובה טבעונית בטעם גבינת צ'דר, 200 גרם",1,16/09/2024
6802861f7974fe257ea2132b,67fe0a019694fc7dde083a2d,"מסכה לשיקום שיער קרטין, 300 מ""ל",5,16/09/2024
6802861f7974fe257ea2132b,67fe037f9694fc7dde082bf6,"זיתים שלמים שחורים קלמטה, 340 גרם",1,16/09/2024
6802861f7974fe257ea2132b,67fe028a9694fc7dde082aaa,"עוגה פיצוץ גדולה, 1 ק""ג",4,16/09/2024
6802861f7974fe257ea2132b,67fe09af9694fc7dde0838a4,"טחינה גולמית מעודנת, 310 גרם",2,17/09/2024
6802861f7974fe257ea2132b,67fe0a209694fc7dde083acc,"שקיות אשפה חזקות במיוחד בגודל XL, 20 יחידות",1,17/09/2024
6802861f7974fe257ea2132b,67fe09be9694fc7dde0838ec,"כורכום, 80 גרם",2,18/09/2024
6802861f7974fe257ea2132b,67fe077c9694fc7dde083368,"דנונה פרו יוגורט בטעם טרופי, 200 גרם",1,18/09/2024
6802861f7974fe257ea2132b,67fe091f9694fc7dde083647,"פלפל שחור טחון, 100 גרם",4,18/09/2024
6802861f7974fe257ea2132b,67fe09199694fc7dde083620,בצל ירוק,2,19/09/2024
6802861f7974fe257ea2132b,67fe036f9694fc7dde082bd7,"קפה נמס רד מאג, 200 גרם",2,19/09/2024
6802861f7974fe257ea2132b,67fe0a019694fc7dde083a2b,"קרם להסרת שיער לעור עדין, 100 מ""ל",1,19/09/2024
6802861f7974fe257ea2132b,67fe049c9694fc7dde082e1b,"דוריטוס חטיף חמוץ חריף, 185 גרם",5,19/09/2024
6802861f7974fe257ea2132b,67fe05039694fc7dde082f03,"חומוס גלילי במרקם ובתיבול מעודן, 400 גרם",4,19/09/2024
6802861f7974fe257ea2132b,67fe024a9694fc7dde082a1d,"פסטה צינורות, 500 גרם",1,20/09/2024
6802861f7974fe257ea2132b,67fe09319694fc7dde083698,"אבוקדו, מחיר לפי משקל",5,20/09/2024
6802861f7974fe257ea2132b,67fe06de9694fc7dde0832a2,"טבעי בקבוק לבנים, 260 מ""ל",5,20/09/2024
6802861f7974fe257ea2132b,67fe094a9694fc7dde08370e,"חזה הודו טרי, מחיר לפי משקל",5,20/09/2024
6802861f7974fe257ea2132b,67fe01439694fc7dde082826,"פתיתים אפויים עם אטריות, 500 גרם",3,20/09/2024
6802861f7974fe257ea2132b,67fe07ae9694fc7dde0833d6,"שוקולד חלב עם צימוקים ואגוזי לוז, 100 גרם",3,21/09/2024
6802861f7974fe257ea2132b,67fe09439694fc7dde0836f3,"פטרוזיליה, 25 גרם",1,21/09/2024
6802861f7974fe257ea2132b,67fe05199694fc7dde082f45,"מרכך כביסה מרוכז סופט סילק, 1 ליטר",2,21/09/2024
6802861f7974fe257ea2132b,67fe08c99694fc7dde0835ad,"משחת שיניים לילדים טום וג'רי בטעם ענבים, 50 מ""ל",5,21/09/2024
6802861f7974fe257ea2132b,67fe006f9694fc7dde0826aa,"לחם קמח מלא קל בתוספת שיפון, 750 גרם",4,21/09/2024
6802861f7974fe257ea2132b,67fe03889694fc7dde082c15,"שוקולד במילוי קרם נוגט, 100 גרם",2,21/09/2024
6802861f7974fe257ea2132b,67fe08829694fc7dde08353b,"תחבושות נורמל פלוס עם כנפיים, 28 יחידות",1,21/09/2024
6802861f7974fe257ea2132b,67fe07989694fc7dde083398,"משקה חלב אייס קפה, 1 ליטר",3,21/09/2024
6802861f7974fe257ea2132b,67fe049c9694fc7dde082e19,"פריכיות מאורז עם תחתית שוקולד חלב, 80 גרם",1,21/09/2024
6802861f7974fe257ea2132b,67fe00709694fc7dde0826b4,"לחם שיפון עגול, 750 גרם",1,22/09/2024
6802861f7974fe257ea2132b,67fe09be9694fc7dde0838e6,"כורכום, 80 גרם",1,22/09/2024
6802861f7974fe257ea2132b,67fe09e39694fc7dde083996,"יין כרמל סלקטד מרלו, 750 מ""ל",1,22/09/2024
